player_name,mlbam_id,launch_speed,launch_angle
"Arraez, Luis",650333,93.6,30.0
"Arraez, Luis",650333,97.4,-2.0
"Arraez, Luis",650333,72.6,18.0
"Arraez, Luis",650333,44.0,-11.0
"Arraez, Luis",650333,80.0,9.0
"Arraez, Luis",650333,99.9,17.0
"Arraez, Luis",650333,99.3,23.0
"Arraez, Luis",650333,75.2,20.0
"Arraez, Luis",650333,96.8,11.0
"Arraez, Luis",650333,99.3,26.0
"Arraez, Luis",650333,93.3,-35.0
"Arraez, Luis",650333,90.4,-4.0
"Arraez, Luis",650333,100.5,8.0
"Arraez, Luis",650333,96.0,16.0
"Arraez, Luis",650333,80.5,16.0
"Arraez, Luis",650333,85.1,20.0
"Arraez, Luis",650333,94.8,-3.0
"Arraez, Luis",650333,90.4,-6.0
"Arraez, Luis",650333,80.2,16.0
"Arraez, Luis",650333,99.5,12.0
"Arraez, Luis",650333,97.3,9.0
"Arraez, Luis",650333,96.0,16.0
"Arraez, Luis",650333,97.1,12.0
"Arraez, Luis",650333,72.1,27.0
"Arraez, Luis",650333,96.4,5.0
"Arraez, Luis",650333,95.1,12.0
"Arraez, Luis",650333,99.0,8.0
"Arraez, Luis",650333,93.1,-5.0
"Arraez, Luis",650333,87.7,5.0
"Arraez, Luis",650333,89.4,13.0
"Arraez, Luis",650333,93.8,10.0
"Arraez, Luis",650333,96.0,0.0
"Arraez, Luis",650333,98.7,12.0
"Arraez, Luis",650333,93.9,29.0
"Arraez, Luis",650333,74.6,24.0
"Arraez, Luis",650333,91.8,-13.0
"Arraez, Luis",650333,84.6,7.0
"Arraez, Luis",650333,95.1,1.0
"Arraez, Luis",650333,77.4,24.0
"Arraez, Luis",650333,91.5,-4.0
"Arraez, Luis",650333,80.8,2.0
"Arraez, Luis",650333,80.2,24.0
"Arraez, Luis",650333,90.6,15.0
"Arraez, Luis",650333,69.6,25.0
"Arraez, Luis",650333,82.6,19.0
"Arraez, Luis",650333,86.7,14.0
"Arraez, Luis",650333,88.0,15.0
"Arraez, Luis",650333,91.3,14.0
"Arraez, Luis",650333,70.7,29.0
"Arraez, Luis",650333,94.5,17.0
"Arraez, Luis",650333,98.6,11.0
"Arraez, Luis",650333,94.9,19.0
"Arraez, Luis",650333,102.8,25.0
"Arraez, Luis",650333,91.4,0.0
"Arraez, Luis",650333,88.3,18.0
"Arraez, Luis",650333,52.0,24.0
"Arraez, Luis",650333,89.4,-2.0
"Arraez, Luis",650333,90.2,5.0
"Arraez, Luis",650333,81.7,20.0
"Arraez, Luis",650333,90.1,29.0
"Arraez, Luis",650333,64.7,33.0
"Arraez, Luis",650333,75.4,24.0
"Arraez, Luis",650333,87.5,-13.0
"Arraez, Luis",650333,98.6,2.0
"Arraez, Luis",650333,84.7,9.0
"Arraez, Luis",650333,69.5,33.0
"Arraez, Luis",650333,96.5,16.0
"Arraez, Luis",650333,95.9,-2.0
"Arraez, Luis",650333,81.1,16.0
"Arraez, Luis",650333,91.1,16.0
"Arraez, Luis",650333,98.4,21.0
"Arraez, Luis",650333,96.0,8.0
"Arraez, Luis",650333,87.0,33.0
"Arraez, Luis",650333,72.4,28.0
"Arraez, Luis",650333,99.4,13.0
"Arraez, Luis",650333,89.3,11.0
"Arraez, Luis",650333,92.4,2.0
"Arraez, Luis",650333,91.9,9.0
"Arraez, Luis",650333,98.0,3.0
"Arraez, Luis",650333,71.1,24.0
"Arraez, Luis",650333,89.2,0.0
"Arraez, Luis",650333,93.1,13.0
"Arraez, Luis",650333,72.5,26.0
"Arraez, Luis",650333,88.3,11.0
"Arraez, Luis",650333,91.5,5.0
"Arraez, Luis",650333,94.7,13.0
"Arraez, Luis",650333,80.1,19.0
"Arraez, Luis",650333,88.5,-2.0
"Arraez, Luis",650333,92.2,19.0
"Arraez, Luis",650333,96.6,10.0
"Arraez, Luis",650333,95.9,-1.0
"Arraez, Luis",650333,93.3,20.0
"Arraez, Luis",650333,96.9,16.0
"Arraez, Luis",650333,94.0,15.0
"Arraez, Luis",650333,98.8,12.0
"Arraez, Luis",650333,96.4,27.0
"Arraez, Luis",650333,84.9,19.0
"Arraez, Luis",650333,97.8,28.0
"Arraez, Luis",650333,99.2,15.0
"Arraez, Luis",650333,86.5,1.0
"Arraez, Luis",650333,94.4,8.0
"Arraez, Luis",650333,59.6,-37.0
"Arraez, Luis",650333,85.9,-6.0
"Arraez, Luis",650333,95.9,13.0
"Arraez, Luis",650333,96.7,13.0
"Arraez, Luis",650333,96.3,14.0
"Arraez, Luis",650333,95.9,2.0
"Arraez, Luis",650333,99.1,19.0
"Arraez, Luis",650333,84.6,17.0
"Arraez, Luis",650333,64.8,7.0
"Arraez, Luis",650333,94.2,19.0
"Arraez, Luis",650333,98.0,9.0
"Arraez, Luis",650333,94.5,6.0
"Arraez, Luis",650333,97.9,17.0
"Arraez, Luis",650333,87.8,17.0
"Arraez, Luis",650333,83.2,18.0
"Arraez, Luis",650333,90.0,-1.0
"Arraez, Luis",650333,99.6,18.0
"Arraez, Luis",650333,78.7,15.0
"Arraez, Luis",650333,87.8,8.0
"Arraez, Luis",650333,83.8,21.0
"Arraez, Luis",650333,99.4,9.0
"Arraez, Luis",650333,95.0,9.0
"Arraez, Luis",650333,99.0,23.0
"Arraez, Luis",650333,70.5,30.0
"Arraez, Luis",650333,92.1,12.0
"Arraez, Luis",650333,43.6,-58.0
"Arraez, Luis",650333,87.0,6.0
"Arraez, Luis",650333,81.1,22.0
"Arraez, Luis",650333,78.4,18.0
"Arraez, Luis",650333,98.9,13.0
"Arraez, Luis",650333,71.5,24.0
"Arraez, Luis",650333,87.4,17.0
"Arraez, Luis",650333,73.2,16.0
"Arraez, Luis",650333,76.4,27.0
"Arraez, Luis",650333,93.3,14.0
"Arraez, Luis",650333,68.7,50.0
"Arraez, Luis",650333,91.3,10.0
"Arraez, Luis",650333,97.2,6.0
"Arraez, Luis",650333,89.5,0.0
"Arraez, Luis",650333,76.6,1.0
"Arraez, Luis",650333,95.4,8.0
"Arraez, Luis",650333,85.2,14.0
"Arraez, Luis",650333,93.1,-1.0
"Arraez, Luis",650333,99.0,12.0
"Arraez, Luis",650333,73.8,25.0
"Arraez, Luis",650333,89.1,21.0
"Arraez, Luis",650333,85.3,-1.0
"Arraez, Luis",650333,86.2,-2.0
"Arraez, Luis",650333,72.5,31.0
"Arraez, Luis",650333,84.2,11.0
"Arraez, Luis",650333,86.9,18.0
"Arraez, Luis",650333,101.4,11.0
"Arraez, Luis",650333,76.8,26.0
"Arraez, Luis",650333,101.2,13.0
"Arraez, Luis",650333,98.3,10.0
"Arraez, Luis",650333,101.2,20.0
"Arraez, Luis",650333,98.8,26.0
"Arraez, Luis",650333,101.5,16.0
"Arraez, Luis",650333,89.0,18.0
"Arraez, Luis",650333,94.5,-6.0
"Arraez, Luis",650333,91.7,-1.0
"Arraez, Luis",650333,99.0,14.0
